rank,dataset,field,family,question,unique_values,score,top_values_json
1923,260206_OC-BH,q15r13,other,,3,1.8512,"[[""0"", 696, 150, 0.21551724137931033, 0.04222703805213843], [""1"", 566, 84, 0.14840989399293286, -0.024880309334239042], [""__MISSING__"", 902, 141, 0.15631929046563192, -0.016970912861539983]]"
1924,260206_OC-BH,q113r13,ownership_use_product,,6,1.8507,"[[""1"", 49, 2, 0.04081632653061224, -0.13247387679655967], [""2"", 46, 2, 0.043478260869565216, -0.1298119424576067], [""__MISSING__"", 1682, 305, 0.1813317479191439, 0.008041544591971983], [""4"", 144, 22, 0.1527777777777778, -0.020512425549394114], [""5"", 136, 26, 0.19117647058823528, 0.017886267261063377], [""3"", 107, 18, 0.16822429906542055, -0.005065904261751353]]"
1925,260206_OC-BH,q103_Lr6r2,ownership_use_product,,5,1.8502,"[[""5"", 64, 20, 0.3125, 0.1392097966728281], [""3"", 15, 5, 0.3333333333333333, 0.1600431300061614], [""__MISSING__"", 2009, 336, 0.1672473867595819, -0.006042816567590009], [""4"", 72, 14, 0.19444444444444445, 0.021154241117272543]]"
1926,260300_ECHO,q23_2026_Lr10r4,brand_funnel_ad,,9,1.8476,"[[""5"", 22, 4, 0.18181818181818182, -0.17131080924184372], [""8"", 76, 22, 0.2894736842105263, -0.06365530684949922], [""10"", 107, 42, 0.3925233644859813, 0.03939437342595575], [""__MISSING__"", 1225, 436, 0.35591836734693877, 0.0027893762869132255], [""7"", 38, 13, 0.34210526315789475, -0.011023727902130798], [""9"", 77, 27, 0.35064935064935066, -0.002479640410674888]]"
1927,260300_ECHO,q23_2026_Lr14r7,brand_funnel_ad,,4,1.8443,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
1928,260404_ADDO,q32_Lr5r20,switching_loyalty,,7,1.8396,"[[""4"", 26, 12, 0.46153846153846156, 0.19752666212843206], [""2"", 6, 3, 0.5, 0.2359882005899705], [""5"", 18, 7, 0.3888888888888889, 0.1248770894788594], [""__MISSING__"", 1286, 331, 0.2573872472783826, -0.006624552131646921], [""6"", 9, 3, 0.3333333333333333, 0.06932153392330381], [""3"", 10, 2, 0.2, -0.06401179941002949]]"
1929,260300_ECHO,q21b_2026r9oe,channel_supplier,,14,1.8389,"[[""__MISSING__"", 1552, 551, 0.3550257731958763, 0.0018967821358507608]]"
1930,260300_ECHO,q14r9oe,channel_supplier,,10,1.836,"[[""__MISSING__"", 1556, 551, 0.35411311053984573, 0.000984119479820189]]"
1931,260403_Masterlock-Conjoint,q8r1,demographic_profile,,3,1.835,"[[""3"", 399, 110, 0.2756892230576441, 0.050798393363320954], [""2"", 426, 80, 0.18779342723004694, -0.0370974024642762], [""1"", 91, 16, 0.17582417582417584, -0.0490666538701473]]"
1932,260206_OC-BH,q61r3,demographic_profile,,6,1.8328,"[[""5"", 181, 19, 0.10497237569060773, -0.06831782763656417], [""3"", 38, 4, 0.10526315789473684, -0.06802704543243507], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536], [""4"", 93, 14, 0.15053763440860216, -0.02275256891856975]]"
1933,260206_OC-BH,q84r5,demographic_profile,,3,1.8317,"[[""1"", 144, 37, 0.2569444444444444, 0.08365424111727252], [""0"", 381, 79, 0.2073490813648294, 0.0340588780376575], [""__MISSING__"", 1639, 259, 0.15802318486882244, -0.015267018458349463]]"
1934,260300_ECHO,q23_2026_Lr9r5,brand_funnel_ad,,8,1.8307,"[[""10"", 48, 11, 0.22916666666666666, -0.12396232439335889], [""7"", 17, 3, 0.17647058823529413, -0.17665840282473141], [""__MISSING__"", 1400, 505, 0.3607142857142857, 0.007585294654260166], [""9"", 47, 15, 0.3191489361702128, -0.03398005488981276], [""8"", 41, 15, 0.36585365853658536, 0.012724667476559814], [""6"", 8, 3, 0.375, 0.021871008939974457]]"
1935,260404_ADDO,q32_Lr8r7,switching_loyalty,,7,1.8289,"[[""4"", 18, 8, 0.4444444444444444, 0.18043264503441492], [""5"", 22, 9, 0.4090909090909091, 0.14507910968087961], [""6"", 19, 3, 0.15789473684210525, -0.10611706256792425], [""3"", 13, 5, 0.38461538461538464, 0.12060358520535513], [""1"", 8, 1, 0.125, -0.1390117994100295], [""__MISSING__"", 1273, 332, 0.2608012568735271, -0.003210542536502381]]"
1936,260206_OC-BH,q15r8,other,,3,1.8269,"[[""1"", 397, 93, 0.23425692695214106, 0.06096672362496916], [""__MISSING__"", 902, 141, 0.15631929046563192, -0.016970912861539983], [""0"", 865, 141, 0.1630057803468208, -0.010284422980351093]]"
1937,260200_SBD,q36_Lr10,matrix_attributes,"If DEWALT batteries were used to power products in the Marine Products (Trolling Motors, Boat Bilge Pumps) category, what impact would that have on the overall strength of the DEWALT brand?",5,1.8253,"[[""3"", 11, 2, 0.18181818181818182, -0.2629086288552616], [""4"", 23, 14, 0.6086956521739131, 0.16396884150046964], [""5"", 30, 16, 0.5333333333333333, 0.08860652265988989], [""__MISSING__"", 722, 318, 0.4404432132963989, -0.004283597377044535]]"
1938,260206_OC-BH,q96r3,demographic_profile,,3,1.8202,"[[""1"", 46, 17, 0.3695652173913043, 0.19627501406413242], [""__MISSING__"", 2104, 356, 0.16920152091254753, -0.004088682414624373], [""0"", 14, 2, 0.14285714285714285, -0.030433060470029055]]"
1939,260111_Delta-Water-Filtration,q5r7c2,demographic_profile,,2,1.8181,"[[""1"", 457, 141, 0.3085339168490153, 0.051327708423294705], [""0"", 896, 207, 0.23102678571428573, -0.02617942271143489]]"
1940,260404_ADDO,q32_Lr4r18,switching_loyalty,,6,1.8179,"[[""6"", 29, 3, 0.10344827586206896, -0.16056352354796055], [""4"", 45, 7, 0.15555555555555556, -0.10845624385447394], [""5"", 43, 16, 0.37209302325581395, 0.10808122384578445], [""__MISSING__"", 1216, 326, 0.2680921052631579, 0.0040803058531284075], [""3"", 20, 5, 0.25, -0.014011799410029502]]"
1941,260206_OC-BH,q61r2,demographic_profile,,4,1.8178,"[[""5"", 211, 20, 0.0947867298578199, -0.078503473469352], [""3"", 15, 5, 0.3333333333333333, 0.1600431300061614], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536], [""4"", 92, 15, 0.16304347826086957, -0.010246725066302337]]"
1942,260306_TFG-Contractor-Index-Q2,possibleCLASSIFYr14,quota_classification,,2,1.8169,"[[""1"", 36, 5, 0.1388888888888889, -0.22100368049338504], [""0"", 1081, 397, 0.36725254394079554, 0.007359974558521609]]"
1943,260111_Delta-Water-Filtration,q8ar4oe,demographic_profile,What type of kitchen sink faucet filtration do you have? - Other (please specify),13,1.8169,"[[""__MISSING__"", 1340, 345, 0.2574626865671642, 0.0002564781414435835]]"
1944,260200_SBD,q34_Lr5,matrix_attributes,How useful would it be for products in the Safety - Flares/Lights category to be powered by DEWALT batteries?,6,1.8122,"[[""2"", 5, 0, 0.0, -0.44472681067344344], [""3"", 9, 6, 0.6666666666666666, 0.2219398559932232], [""4"", 27, 10, 0.37037037037037035, -0.07435644030307309], [""5"", 49, 23, 0.46938775510204084, 0.024660944428597398], [""__MISSING__"", 696, 311, 0.4468390804597701, 0.0021122697863266704]]"
1945,260300_ECHO,q11br3c1,ownership_use_product,,2,1.8117,"[[""1"", 729, 284, 0.3895747599451303, 0.03644576888510476], [""0"", 837, 269, 0.3213859020310633, -0.031743089028962224]]"
1946,260300_ECHO,q23_2026_Lr14r14,brand_funnel_ad,,6,1.8109,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
1947,260300_ECHO,q23_2026_Lr14r3,brand_funnel_ad,,5,1.8109,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
1948,260300_ECHO,q11ar13c3,ownership_use_product,,2,1.8091,"[[""1"", 199, 88, 0.44221105527638194, 0.0890820642163564], [""0"", 1367, 465, 0.3401609363569861, -0.012968054703039467]]"
1949,260401_-OC-CAN,q29r7,brand_funnel_ad,,3,1.8081,"[[""0"", 10, 7, 0.7, 0.31641991924629875], [""1"", 7, 5, 0.7142857142857143, 0.3307056335320131], [""__MISSING__"", 726, 273, 0.3760330578512397, -0.007547022902461509]]"
1950,260300_ECHO,q23_2026_Lr5r10,brand_funnel_ad,,7,1.8068,"[[""8"", 19, 3, 0.15789473684210525, -0.1952342542179203], [""10"", 10, 1, 0.1, -0.2531289910600255], [""9"", 22, 5, 0.22727272727272727, -0.12585626378729828], [""__MISSING__"", 1499, 538, 0.3589059372915277, 0.005776946231502156], [""6"", 7, 3, 0.42857142857142855, 0.075442437511403]]"
1951,260300_ECHO,q23_2026_Lr6r13,brand_funnel_ad,,10,1.8039,"[[""6"", 15, 3, 0.2, -0.15312899106002553], [""7"", 31, 13, 0.41935483870967744, 0.06622584764965189], [""8"", 80, 25, 0.3125, -0.04062899106002554], [""10"", 92, 30, 0.32608695652173914, -0.027042034538286408], [""9"", 80, 26, 0.325, -0.028128991060025532], [""__MISSING__"", 1254, 451, 0.35964912280701755, 0.006520131746992008]]"
1952,260206_OC-BH,q134_Lr6r1,ownership_use_product,,6,1.8033,"[[""5"", 127, 14, 0.11023622047244094, -0.06305398285473096], [""3"", 26, 1, 0.038461538461538464, -0.13482866486563344], [""99"", 15, 0, 0.0, -0.1732902033271719], [""__MISSING__"", 1902, 347, 0.18243953732912724, 0.009149334001955334], [""4"", 89, 13, 0.14606741573033707, -0.02722278759683483]]"
1953,260206_OC-BH,q134_Lr6r5,ownership_use_product,,7,1.7993,"[[""99"", 34, 1, 0.029411764705882353, -0.14387843862128954], [""3"", 45, 3, 0.06666666666666667, -0.10662353666050524], [""5"", 93, 11, 0.11827956989247312, -0.05501063343469878], [""__MISSING__"", 1902, 347, 0.18243953732912724, 0.009149334001955334], [""2"", 10, 1, 0.1, -0.0732902033271719], [""4"", 78, 12, 0.15384615384615385, -0.01944404948101805]]"
1954,260206_OC-BH,q68r2,demographic_profile,,7,1.7982,"[[""4"", 75, 7, 0.09333333333333334, -0.07995686999383857], [""5"", 130, 15, 0.11538461538461539, -0.05790558794255651], [""3"", 31, 2, 0.06451612903225806, -0.10877407429491384], [""__MISSING__"", 1921, 350, 0.18219677251431546, 0.008906569187143554]]"
1955,260206_OC-BH,q15r5,other,,3,1.7943,"[[""1"", 633, 138, 0.21800947867298578, 0.04471927534581388], [""0"", 629, 96, 0.15262321144674085, -0.020666991880431057], [""__MISSING__"", 902, 141, 0.15631929046563192, -0.016970912861539983]]"
1956,260404_ADDO,q5r9c4,demographic_profile,,3,1.7932,"[[""0"", 129, 48, 0.37209302325581395, 0.10808122384578445], [""__MISSING__"", 1225, 310, 0.2530612244897959, -0.010950574920233602]]"
1957,260300_ECHO,q14r1,channel_supplier,,2,1.793,"[[""0"", 502, 202, 0.40239043824701193, 0.049261447186986385], [""1"", 1064, 351, 0.3298872180451128, -0.02324177301491276]]"
1958,260206_OC-BH,q28r9,brand_funnel_ad,,6,1.7899,"[[""5"", 203, 48, 0.23645320197044334, 0.06316299864327143], [""2"", 61, 5, 0.08196721311475409, -0.09132299021241781], [""1"", 58, 5, 0.08620689655172414, -0.08708330677544776], [""3"", 175, 28, 0.16, -0.013290203327171901], [""4"", 250, 43, 0.172, -0.0012902033271719182], [""__MISSING__"", 1417, 246, 0.17360621030345802, 0.00031600697628611507]]"
1959,260206_OC-BH,q93r6,demographic_profile,,16,1.787,"[[""20"", 13, 2, 0.15384615384615385, -0.01944404948101805], [""__MISSING__"", 2118, 366, 0.17280453257790368, -0.0004856707492682244]]"
1960,260300_ECHO,q23_2026_Lr6r5,brand_funnel_ad,,9,1.7857,"[[""6"", 16, 3, 0.1875, -0.16562899106002554], [""7"", 39, 10, 0.2564102564102564, -0.09671873464976916], [""10"", 96, 29, 0.3020833333333333, -0.05104565772669223], [""9"", 76, 30, 0.39473684210526316, 0.04160785104523762], [""__MISSING__"", 1254, 451, 0.35964912280701755, 0.006520131746992008], [""8"", 74, 26, 0.35135135135135137, -0.0017776397086741724]]"
1961,260111_Delta-Water-Filtration,q24r12,brand_funnel_ad,,8,1.7787,"[[""5"", 36, 14, 0.3888888888888889, 0.13168268046316828], [""7"", 108, 22, 0.2037037037037037, -0.053502504722016925], [""6"", 75, 24, 0.32, 0.06279379157427939], [""3"", 7, 3, 0.42857142857142855, 0.17136522014570793], [""4"", 11, 4, 0.36363636363636365, 0.10643015521064303], [""__MISSING__"", 1113, 280, 0.25157232704402516, -0.00563388138169546]]"
1962,260206_OC-BH,q67r10,demographic_profile,,3,1.7782,"[[""0"", 292, 32, 0.1095890410958904, -0.0637011622312815], [""1"", 26, 8, 0.3076923076923077, 0.1344021043651358], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
1963,260401_-OC-CAN,q20r8,brand_funnel_ad,,5,1.7781,"[[""1"", 5, 0, 0.0, -0.3835800807537012], [""3"", 136, 45, 0.33088235294117646, -0.05269772781252474], [""2"", 20, 5, 0.25, -0.1335800807537012], [""5"", 267, 111, 0.4157303370786517, 0.0321502563249505], [""4"", 315, 124, 0.39365079365079364, 0.010070712897092438]]"
1964,260206_OC-BH,q61r9,demographic_profile,,6,1.7766,"[[""1"", 37, 1, 0.02702702702702703, -0.14626317630014488], [""3"", 84, 9, 0.10714285714285714, -0.06614734618431477], [""4"", 100, 13, 0.13, -0.0432902033271719], [""2"", 38, 4, 0.10526315789473684, -0.06802704543243507], [""5"", 59, 13, 0.22033898305084745, 0.04704877972367555], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
1965,260404_ADDO,q32_Lr7r3,switching_loyalty,,7,1.7761,"[[""4"", 69, 13, 0.18840579710144928, -0.07560600230858022], [""5"", 34, 12, 0.35294117647058826, 0.08892937706055876], [""3"", 21, 5, 0.23809523809523808, -0.02591656131479142], [""__MISSING__"", 1227, 325, 0.26487367563162184, 0.0008618762215923392]]"
1966,260111_Delta-Water-Filtration,q19r4,brand_funnel_ad,,3,1.7758,"[[""__MISSING__"", 477, 146, 0.3060796645702306, 0.04887345614451], [""2"", 381, 86, 0.22572178477690288, -0.03148442364881773], [""1"", 495, 116, 0.23434343434343435, -0.022862774082286264]]"
1967,260404_ADDO,q32_Lr2r17,switching_loyalty,,7,1.7754,"[[""6"", 21, 1, 0.047619047619047616, -0.21639275179098189], [""5"", 26, 10, 0.38461538461538464, 0.12060358520535513], [""1"", 21, 3, 0.14285714285714285, -0.12115465655288665], [""3"", 19, 6, 0.3157894736842105, 0.05177767427418101], [""2"", 14, 3, 0.21428571428571427, -0.04972608512431523], [""__MISSING__"", 1223, 327, 0.26737530662305803, 0.003363507213028527]]"
1968,260404_ADDO,q5r9c2,demographic_profile,,3,1.7745,"[[""1"", 91, 36, 0.3956043956043956, 0.13159259619436608], [""__MISSING__"", 1225, 310, 0.2530612244897959, -0.010950574920233602], [""0"", 40, 12, 0.3, 0.03598820058997049]]"
1969,260206_OC-BH,q137r6,ownership_use_product,,2,1.7727,"[[""1"", 575, 127, 0.22086956521739132, 0.04757936189021941], [""0"", 1589, 248, 0.15607300188797987, -0.01721720143919203]]"
1970,260200_SBD,q26_Lr12,other,How likely would you be to consider purchasing a [pipe: BRAND2RATE] product in the Outdoor Showers/Clean Up category?,7,1.7717,"[[""__MISSING__"", 771, 343, 0.44487678339818415, 0.0001499727247407101]]"
1971,260404_ADDO,q32_Lr1r6,switching_loyalty,,7,1.7712,"[[""5"", 157, 33, 0.21019108280254778, -0.05382071660748172], [""3"", 35, 11, 0.3142857142857143, 0.05027391487568478], [""__MISSING__"", 1022, 277, 0.2710371819960861, 0.007025382586056617], [""6"", 10, 2, 0.2, -0.06401179941002949], [""2"", 6, 2, 0.3333333333333333, 0.06932153392330381], [""4"", 124, 31, 0.25, -0.014011799410029502]]"
1972,260200_SBD,q36_Lr9,matrix_attributes,"If DEWALT batteries were used to power products in the Robotic Vacuums category, what impact would that have on the overall strength of the DEWALT brand?",4,1.7709,"[[""5"", 26, 18, 0.6923076923076923, 0.24758088163424885], [""__MISSING__"", 736, 320, 0.43478260869565216, -0.009944201977791278], [""4"", 22, 11, 0.5, 0.05527318932655656]]"
1973,260200_SBD,q23_Lr8,brand_funnel_ad,"How believable would it be for [pipe: BRAND2RATE] to offer products in the Air Drones (Agriculture, Construction) category?",6,1.7685,"[[""4"", 49, 16, 0.32653061224489793, -0.11819619842854551], [""5"", 47, 25, 0.5319148936170213, 0.08718808294357783], [""2"", 6, 4, 0.6666666666666666, 0.2219398559932232], [""3"", 15, 6, 0.4, -0.04472681067344342], [""__MISSING__"", 668, 299, 0.4476047904191617, 0.00287797974571824]]"
1974,260206_OC-BH,q93r8,demographic_profile,,15,1.7682,"[[""__MISSING__"", 2128, 367, 0.1724624060150376, -0.0008277973121343096]]"
1975,260404_ADDO,q32_Lr5r11,switching_loyalty,,7,1.7682,"[[""4"", 31, 14, 0.45161290322580644, 0.18760110381577694], [""5"", 20, 8, 0.4, 0.13598820058997052], [""__MISSING__"", 1286, 331, 0.2573872472783826, -0.006624552131646921], [""3"", 15, 4, 0.26666666666666666, 0.002654867256637161]]"
1976,260206_OC-BH,q61r7,demographic_profile,,6,1.7672,"[[""3"", 70, 3, 0.04285714285714286, -0.13043306047002906], [""2"", 21, 1, 0.047619047619047616, -0.1256711557081243], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536], [""4"", 88, 12, 0.13636363636363635, -0.03692656696353555], [""1"", 11, 2, 0.18181818181818182, 0.008527978491009919], [""5"", 128, 22, 0.171875, -0.0014152033271719044]]"
1977,260404_ADDO,outroR1_RD_Reviewr0,other,,3,1.7665,"[[""English"", 1351, 355, 0.2627683197631384, -0.001243479646891088]]"
1978,260111_Delta-Water-Filtration,q21r14,channel_supplier,,7,1.7665,"[[""6"", 435, 128, 0.2942528735632184, 0.03704666513749777], [""2"", 20, 2, 0.1, -0.1572062084257206], [""3"", 35, 6, 0.17142857142857143, -0.08577763699714919], [""7"", 370, 88, 0.23783783783783785, -0.019368370587882766], [""4"", 110, 32, 0.2909090909090909, 0.03370288248337028], [""1"", 25, 5, 0.2, -0.057206208425720606]]"
1979,260200_SBD,q38_Lr8,demographic_profile,"How appropriate does the “Powered by DEWALT” concept feel for professional jobsite use in the Air Drones (Agriculture, Construction) category?",5,1.765,"[[""5"", 72, 41, 0.5694444444444444, 0.12471763377100098], [""__MISSING__"", 635, 271, 0.4267716535433071, -0.017955157130136346], [""3"", 21, 11, 0.5238095238095238, 0.0790827131360804], [""4"", 58, 26, 0.4482758620689655, 0.003549051395522085]]"
1980,260111_Delta-Water-Filtration,q12,ownership_use_product,Which of the following best describes your role when your children take baths?,3,1.7646,"[[""1"", 395, 123, 0.31139240506329113, 0.054186196637570516], [""2"", 104, 21, 0.20192307692307693, -0.05528313150264369], [""__MISSING__"", 854, 204, 0.2388758782201405, -0.018330330205580114]]"
1981,260206_OC-BH,q111,ownership_use_product,"To what extent did your contractor influence your choice of materials (e.g., composite, wood, etc.) for this project?",6,1.7644,"[[""1"", 187, 19, 0.10160427807486631, -0.07168592525230559], [""2"", 25, 1, 0.04, -0.1332902033271719], [""4"", 74, 17, 0.22972972972972974, 0.05643952640255784], [""__MISSING__"", 1791, 322, 0.17978782802903406, 0.006497624701862159], [""5"", 28, 6, 0.21428571428571427, 0.04099551095854237], [""3"", 59, 10, 0.1694915254237288, -0.0037986779034430984]]"
1982,260206_OC-BH,q140r2,channel_supplier,,2,1.7627,"[[""1"", 32, 13, 0.40625, 0.2329597966728281], [""0"", 2132, 362, 0.1697936210131332, -0.0034965823140387098]]"
1983,260300_ECHO,q23_2026_Lr5r8,brand_funnel_ad,,7,1.761,"[[""10"", 15, 2, 0.13333333333333333, -0.2197956577266922], [""8"", 19, 4, 0.21052631578947367, -0.14260267527055187], [""9"", 17, 4, 0.23529411764705882, -0.11783487341296672], [""__MISSING__"", 1499, 538, 0.3589059372915277, 0.005776946231502156], [""7"", 10, 3, 0.3, -0.053128991060025554]]"
1984,260404_ADDO,q32_Lr1r5,switching_loyalty,,7,1.76,"[[""4"", 114, 21, 0.18421052631578946, -0.07980127309424004], [""2"", 8, 4, 0.5, 0.2359882005899705], [""__MISSING__"", 1022, 277, 0.2710371819960861, 0.007025382586056617], [""5"", 171, 43, 0.25146198830409355, -0.012549811105935949], [""3"", 31, 9, 0.2903225806451613, 0.026310781235131808], [""6"", 7, 2, 0.2857142857142857, 0.021702486304256197]]"
1985,260206_OC-BH,q65r5,demographic_profile,,7,1.7595,"[[""5"", 84, 8, 0.09523809523809523, -0.07805210808907667], [""2"", 14, 0, 0.0, -0.1732902033271719], [""4"", 11, 1, 0.09090909090909091, -0.08238111241808099], [""__MISSING__"", 1992, 355, 0.17821285140562249, 0.004922648078450581], [""6"", 54, 9, 0.16666666666666666, -0.006623536660505247]]"
1986,260206_OC-BH,q68r9,demographic_profile,,6,1.7587,"[[""5"", 137, 10, 0.072992700729927, -0.1002975025972449], [""__MISSING__"", 1921, 350, 0.18219677251431546, 0.008906569187143554], [""4"", 84, 12, 0.14285714285714285, -0.030433060470029055], [""3"", 17, 3, 0.17647058823529413, 0.0031803849081222246]]"
